,notreid,fungi_class
51144,151113,Fungi
51145,151135,Fungi
51146,151136,Fungi
51147,151140,Fungi
51148,151157,Fungi
51149,151158,Fungi
51150,151159,Fungi
51151,151172,Fungi
51152,151177,Fungi
51153,151182,Fungi
51154,151183,Fungi
51155,151184,Fungi
51156,151185,Fungi
51157,151186,Fungi
51158,151187,Fungi
51159,151188,Fungi
51160,151203,Fungi
51161,151207,Fungi
51162,151208,Fungi
51163,151209,Fungi
51164,151210,Fungi
51165,151211,Fungi
51166,151215,Fungi
51167,151216,Fungi
51168,151217,Fungi
51169,151218,Fungi
51170,151231,Fungi
51171,151232,Fungi
51172,151233,Fungi
51173,151234,Fungi
51174,151235,Fungi
51175,151236,Fungi
51176,151251,Fungi
51177,151252,Fungi
51178,151255,Fungi
51179,151256,Fungi
51180,151262,Fungi
51181,151264,Fungi
51182,151273,Fungi
51183,151274,Fungi
51184,151275,Fungi
51185,151278,Fungi
51186,151290,Fungi
51187,151299,Fungi
51188,151301,Fungi
51189,151302,Fungi
51190,151303,Fungi
51191,151304,Fungi
51192,151305,Fungi
51193,151306,Fungi
51194,151309,Fungi
51195,151310,Fungi
51196,151313,Fungi
51197,151314,Fungi
51198,151315,Fungi
51199,151316,Fungi
51200,151318,Fungi
51201,151319,Fungi
51202,151320,Fungi
51203,151321,Fungi
51204,151322,Fungi
51205,151323,Fungi
51206,151334,Fungi
51207,151338,Fungi
51208,151339,Fungi
51209,151342,Fungi
51210,151347,Fungi
51211,151348,Fungi
51212,151349,Fungi
51213,151351,Fungi
51214,151371,Fungi
51215,151372,Fungi
51216,151373,Fungi
51217,151374,Fungi
51218,151375,Fungi
51219,151376,Fungi
51220,151377,Fungi
51221,151378,Fungi
51222,151385,Fungi
51223,151386,Fungi
51224,151387,Fungi
51225,151396,Fungi
51226,151400,Fungi
51227,151401,Fungi
51228,151403,Fungi
51229,151410,Fungi
51230,151411,Fungi
51231,151412,Fungi
51232,151417,Fungi
51233,151418,Fungi
51234,151419,Fungi
51235,151429,Fungi
51236,151430,Fungi
51237,151431,Fungi
51238,151432,Fungi
51239,151433,Fungi
51240,151434,Fungi
51241,151435,Fungi
51242,151442,Fungi
51243,151444,Fungi
51244,151447,Fungi
51245,151449,Fungi
51246,151450,Fungi
51247,151454,Fungi
51248,151467,Fungi
51249,151468,Fungi
51250,151469,Fungi
51251,151470,Fungi
51252,151471,Fungi
51253,151472,Fungi
51254,151473,Fungi
51255,151490,Fungi
51256,151491,Fungi
51257,151492,Fungi
51258,151493,Fungi
51259,151494,Fungi
51260,151495,Fungi
51261,151496,Fungi
51262,151497,Fungi
51263,151498,Fungi
51264,151499,Fungi
51265,151505,Fungi
51266,151509,Fungi
51267,151510,Fungi
51268,151512,Fungi
51269,151520,Fungi
51270,151521,Fungi
51271,151522,Fungi
51272,151533,Fungi
51273,151534,Fungi
51274,151538,Fungi
51275,151547,Fungi
51276,151548,Fungi
51277,151549,Fungi
51278,151561,Fungi
51279,151563,Fungi
51280,151565,Fungi
51281,151566,Fungi
51282,151571,Fungi
51283,151572,Fungi
51284,151573,Fungi
51285,151574,Fungi
51286,151575,Fungi
51287,151581,Fungi
51288,151582,Fungi
51289,151585,Fungi
51290,151586,Fungi
51291,151587,Fungi
51292,151592,Fungi
51293,151597,Fungi
51294,151616,Fungi
51295,151617,Fungi
51296,151622,Fungi
51297,151623,Fungi
51298,151624,Fungi
51299,151625,Fungi
51300,151626,Fungi
51301,151627,Fungi
51302,151628,Fungi
51303,151629,Fungi
51304,151630,Fungi
51305,151631,Fungi
51306,151641,Fungi
51307,151642,Fungi
51308,151643,Fungi
51309,151644,Fungi
51310,151650,Fungi
51311,151651,Fungi
51312,151652,Fungi
51313,151653,Fungi
51314,151654,Fungi
51315,151655,Fungi
51316,151656,Fungi
51317,151657,Fungi
51318,151658,Fungi
51319,151659,Fungi
51320,151660,Fungi
51321,151661,Fungi
51322,151662,Fungi
51323,151663,Fungi
51324,151666,Fungi
51325,151667,Fungi
51326,151668,Fungi
51327,151672,Fungi
51328,151677,Fungi
51329,151700,Fungi
51330,151707,Fungi
51331,151708,Fungi
51332,151713,Fungi
51333,151714,Fungi
51334,151715,Fungi
51335,151716,Fungi
51336,151717,Fungi
51337,151721,Fungi
51338,151722,Fungi
51339,151725,Fungi
51340,151729,Fungi
51341,151731,Fungi
51342,151732,Fungi
51343,151733,Fungi
51344,151744,Fungi
51345,151745,Fungi
51346,151749,Fungi
51347,151750,Fungi
51348,151760,Fungi
51349,151772,Fungi
51350,151773,Fungi
51351,151776,Fungi
51352,151777,Fungi
51353,151783,Fungi
51354,151784,Fungi
51355,151785,Fungi
51356,151786,Fungi
51357,151787,Fungi
51358,151788,Fungi
51359,151789,Fungi
51360,151790,Fungi
51361,151791,Fungi
51362,151792,Fungi
51363,151801,Fungi
51364,151802,Fungi
51365,151803,Fungi
51366,151806,Fungi
51367,151815,Fungi
51368,151816,Fungi
51369,151817,Fungi
51370,151834,Fungi
51371,151835,Fungi
51372,151836,Fungi
51373,151837,Fungi
51374,151842,Fungi
51375,151857,Fungi
51376,151858,Fungi
51377,151859,Fungi
51378,151860,Fungi
51379,151861,Fungi
51380,151874,Fungi
51381,151875,Fungi
51382,151878,Fungi
51383,151879,Fungi
51384,151880,Fungi
51385,151886,Fungi
51386,151887,Fungi
51387,151889,Fungi
51388,151890,Fungi
51389,151891,Fungi
51390,151896,Fungi
51391,151897,Fungi
51392,151898,Fungi
51393,151899,Fungi
51394,151900,Fungi
51395,151901,Fungi
51396,151902,Fungi
51397,151910,Fungi
51398,151920,Fungi
51399,151921,Fungi
51400,151922,Fungi
51401,151927,Fungi
51402,151928,Fungi
51403,151929,Fungi
51404,151939,Fungi
51405,151944,Fungi
51406,151945,Fungi
51407,151950,Fungi
51408,151951,Fungi
51409,151961,Fungi
51410,151962,Fungi
51411,151964,Fungi
51412,151967,Fungi
51413,151976,Fungi
51414,151977,Fungi
51415,151978,Fungi
51416,151980,Fungi
51417,151981,Fungi
51418,151982,Fungi
51419,151983,Fungi
51420,151984,Fungi
51421,151985,Fungi
51422,151986,Fungi
51423,151987,Fungi
51424,151992,Fungi
51425,151993,Fungi
51426,151994,Fungi
51427,151995,Fungi
51428,151996,Fungi
51429,151997,Fungi
51430,151998,Fungi
51431,151999,Fungi
51432,152002,Fungi
51433,152005,Fungi
51434,152010,Fungi
51435,152011,Fungi
51436,152012,Fungi
51437,152013,Fungi
51438,152014,Fungi
51439,152016,Fungi
51440,152017,Fungi
51441,152018,Fungi
51442,152024,Fungi
51443,152025,Fungi
51444,152042,Fungi
51445,152047,Fungi
51446,152048,Fungi
51447,152049,Fungi
51448,152050,Fungi
51449,152051,Fungi
51450,152052,Fungi
51451,152054,Fungi
51452,152064,Fungi
51453,152065,Fungi
51454,152066,Fungi
51455,152067,Fungi
51456,152068,Fungi
51457,152069,Fungi
51458,152075,Fungi
51459,152079,Fungi
51460,152080,Fungi
51461,152081,Fungi
51462,152082,Fungi
51463,152086,Fungi
51464,152087,Fungi
51465,152088,Fungi
51466,152090,Fungi
51467,152091,Fungi
51468,152093,Fungi
51469,152094,Fungi
51470,152101,Fungi
51471,152109,Fungi
51472,152110,Fungi
51473,152116,Fungi
51474,152117,Fungi
51475,152118,Fungi
51476,152129,Fungi
51477,152130,Fungi
51478,152131,Fungi
51479,152132,Fungi
51480,152133,Fungi
51481,152134,Fungi
51482,152139,Fungi
51483,152141,Fungi
51484,152142,Fungi
51485,152143,Fungi
51486,152144,Fungi
51487,152159,Fungi
51488,152160,Fungi
51489,152161,Fungi
51490,152167,Fungi
51491,152168,Fungi
51492,152169,Fungi
51493,152173,Fungi
51494,152174,Fungi
51495,152175,Fungi
51496,152176,Fungi
51497,152177,Fungi
51498,152178,Fungi
51499,152183,Fungi
51500,152184,Fungi
51501,152185,Fungi
51502,152189,Fungi
51503,152200,Fungi
51504,152201,Fungi
51505,152204,Fungi
51506,152205,Fungi
51507,152214,Fungi
51508,152215,Fungi
51509,152220,Fungi
51510,152221,Fungi
51511,152236,Fungi
51512,152237,Fungi
51513,152238,Fungi
51514,152239,Fungi
51515,152240,Fungi
51516,152253,Fungi
51517,152254,Fungi
51518,152260,Fungi
51519,152261,Fungi
51520,152262,Fungi
51521,152263,Fungi
51522,152264,Fungi
51523,152265,Fungi
51524,152286,Fungi
51525,152292,Fungi
51526,152297,Fungi
51527,152299,Fungi
51528,152300,Fungi
51529,152311,Fungi
51530,152316,Fungi
51531,152317,Fungi
51532,152318,Fungi
51533,152333,Fungi
51534,152334,Fungi
51535,152335,Fungi
51536,152340,Fungi
51537,152344,Fungi
51538,152353,Fungi
51539,152354,Fungi
51540,152355,Fungi
51541,152356,Fungi
51542,152357,Fungi
51543,152358,Fungi
51544,152359,Fungi
51545,152360,Fungi
51546,152361,Fungi
51547,152362,Fungi
51548,152363,Fungi
51549,152364,Fungi
51550,152365,Fungi
51551,152366,Fungi
51552,152367,Fungi
51553,152371,Fungi
51554,152372,Fungi
51555,152373,Fungi
51556,152374,Fungi
51557,152375,Fungi
51558,152376,Fungi
51559,152377,Fungi
51560,152381,Fungi
51561,152387,Fungi
51562,152388,Fungi
51563,152389,Fungi
51564,152391,Fungi
51565,152392,Fungi
51566,152393,Fungi
51567,152394,Fungi
51568,152395,Fungi
51569,152397,Fungi
51570,152398,Fungi
51571,152399,Fungi
51572,152400,Fungi
51573,152408,Fungi
51574,152409,Fungi
51575,152423,Fungi
51576,152426,Fungi
51577,152427,Fungi
51578,152430,Fungi
51579,152431,Fungi
51580,152432,Fungi
51581,152433,NotFungi
51582,152434,Fungi
51583,152435,Fungi
51584,152436,Fungi
51585,152437,Fungi
51586,152438,Fungi
51587,152444,Fungi
51588,152445,Fungi
51589,152446,Fungi
51590,152447,Fungi
51591,152450,Fungi
51592,152452,Fungi
51593,152453,Fungi
51594,152454,Fungi
51595,152456,Fungi
51596,152457,Fungi
51597,152458,Fungi
51598,152463,Fungi
51599,152464,Fungi
51600,152469,Fungi
51601,152471,Fungi
51602,152472,Fungi
51603,152475,Fungi
51604,152476,Fungi
51605,152479,Fungi
51606,152480,Fungi
51607,152481,Fungi
51608,152482,Fungi
51609,152483,Fungi
51610,152484,Fungi
51611,152487,Fungi
51612,152488,Fungi
51613,152489,Fungi
51614,152507,Fungi
51615,152512,Fungi
51616,152525,Fungi
51617,152528,Fungi
51618,152529,Fungi
51619,152530,Fungi
51620,152531,Fungi
51621,152532,Fungi
51622,152534,Fungi
51623,152535,Fungi
51624,152536,Fungi
51625,152537,Fungi
51626,152538,Fungi
51627,152539,Fungi
51628,152540,Fungi
51629,152541,Fungi
51630,152542,Fungi
51631,152545,Fungi
51632,152546,Fungi
51633,152548,Fungi
51634,152559,Fungi
51635,152562,Fungi
51636,152563,Fungi
51637,152564,Fungi
51638,152565,Fungi
51639,152581,Fungi
51640,152582,Fungi
51641,152585,Fungi
51642,152588,Fungi
51643,152591,Fungi
51644,152592,Fungi
51645,152593,Fungi
51646,152594,Fungi
51647,152595,Fungi
51648,152598,Fungi
51649,152599,Fungi
51650,152601,Fungi
51651,152602,Fungi
51652,152605,Fungi
51653,152606,Fungi
51654,152609,Fungi
51655,152610,Fungi
51656,152621,Fungi
51657,152622,Fungi
51658,152623,Fungi
51659,152624,Fungi
51660,152625,Fungi
51661,152626,Fungi
51662,152627,Fungi
51663,152628,Fungi
51664,152643,Fungi
51665,152649,Fungi
51666,152650,Fungi
51667,152651,Fungi
51668,152658,Fungi
51669,152659,Fungi
51670,152660,Fungi
51671,152665,Fungi
51672,152666,Fungi
51673,152667,Fungi
51674,152668,Fungi
51675,152669,Fungi
51676,152670,Fungi
51677,152671,Fungi
51678,152672,Fungi
51679,152673,Fungi
51680,152677,Fungi
51681,152678,Fungi
51682,152679,Fungi
51683,152690,Fungi
51684,152691,Fungi
51685,152692,Fungi
51686,152695,Fungi
51687,152696,Fungi
51688,152697,Fungi
51689,152698,Fungi
51690,152699,Fungi
51691,152700,Fungi
51692,152701,Fungi
51693,152705,Fungi
51694,152706,Fungi
51695,152717,Fungi
51696,152722,Fungi
51697,152723,Fungi
51698,152724,Fungi
51699,152725,Fungi
51700,152730,Fungi
51701,152731,Fungi
51702,152732,Fungi
51703,152733,Fungi
51704,152734,Fungi
51705,152735,Fungi
51706,152736,Fungi
51707,152737,Fungi
51708,152738,Fungi
51709,152739,Fungi
51710,152743,Fungi
51711,152755,Fungi
51712,152756,Fungi
51713,152760,Fungi
51714,152761,Fungi
51715,152762,Fungi
51716,152765,Fungi
51717,152767,Fungi
51718,152768,Fungi
51719,152769,Fungi
51720,152776,Fungi
51721,152777,Fungi
51722,152789,Fungi
51723,152791,Fungi
51724,152806,Fungi
51725,152813,Fungi
51726,152814,Fungi
51727,152815,Fungi
51728,152826,Fungi
51729,152827,Fungi
51730,152828,Fungi
51731,152829,Fungi
51732,152830,Fungi
51733,152833,Fungi
51734,152834,Fungi
51735,152845,Fungi
51736,152846,Fungi
51737,152847,Fungi
51738,152853,Fungi
51739,152857,Fungi
51740,152858,Fungi
51741,152859,Fungi
51742,152860,Fungi
51743,152861,Fungi
51744,152862,Fungi
51745,152863,Fungi
51746,152864,Fungi
51747,152866,Fungi
51748,152867,Fungi
51749,152868,Fungi
51750,152870,Fungi
51751,152871,Fungi
51752,152873,Fungi
51753,152874,Fungi
51754,152875,Fungi
51755,152876,Fungi
51756,152877,Fungi
51757,152878,Fungi
51758,152879,Fungi
51759,152884,Fungi
51760,152885,Fungi
51761,152896,Fungi
51762,152897,Fungi
51763,152904,Fungi
51764,152905,Fungi
51765,152906,Fungi
51766,152907,Fungi
51767,152908,Fungi
51768,152921,Fungi
51769,152933,Fungi
51770,152934,Fungi
51771,152935,Fungi
51772,152939,Fungi
51773,152940,Fungi
51774,152941,Fungi
51775,152942,Fungi
51776,152943,Fungi
51777,152944,Fungi
51778,152945,Fungi
51779,152948,Fungi
51780,152957,Fungi
51781,152958,Fungi
51782,152959,Fungi
51783,152960,Fungi
51784,152963,Fungi
51785,152964,Fungi
51786,152965,Fungi
51787,152966,Fungi
51788,152967,Fungi
51789,152968,Fungi
51790,152969,Fungi
51791,152979,Fungi
51792,152994,Fungi
51793,152995,Fungi
51794,152996,Fungi
51795,152997,Fungi
51796,152998,Fungi
51797,152999,Fungi
51798,153000,Fungi
51799,153001,Fungi
51800,153002,Fungi
51801,153005,Fungi
51802,153012,Fungi
51803,153013,Fungi
51804,153014,Fungi
51805,153015,Fungi
51806,153016,Fungi
51807,153017,Fungi
51808,153019,Fungi
51809,153020,Fungi
51810,153021,Fungi
51811,153022,Fungi
51812,153023,Fungi
51813,153030,Fungi
51814,153031,Fungi
51815,153032,Fungi
51816,153036,Fungi
51817,153044,Fungi
51818,153045,Fungi
51819,153046,Fungi
51820,153053,Fungi
51821,153054,Fungi
51822,153058,Fungi
51823,153059,Fungi
51824,153060,Fungi
51825,153061,Fungi
51826,153062,Fungi
51827,153063,Fungi
51828,153065,Fungi
51829,153066,Fungi
51830,153068,Fungi
51831,153069,Fungi
51832,153070,Fungi
51833,153071,Fungi
51834,153077,Fungi
51835,153078,Fungi
51836,153082,Fungi
51837,153083,Fungi
51838,153084,Fungi
51839,153085,Fungi
51840,153086,Fungi
51841,153095,Fungi
51842,153096,Fungi
51843,153097,Fungi
51844,153098,Fungi
51845,153106,Fungi
51846,153107,Fungi
51847,153108,Fungi
51848,153109,Fungi
51849,153115,Fungi
51850,153116,Fungi
51851,153117,Fungi
51852,153125,Fungi
51853,153126,Fungi
51854,153127,Fungi
51855,153128,Fungi
51856,153129,Fungi
51857,153137,Fungi
51858,153140,Fungi
51859,153141,Fungi
51860,153142,Fungi
51861,153144,Fungi
51862,153146,Fungi
51863,153160,Fungi
51864,153161,Fungi
51865,153162,Fungi
51866,153163,Fungi
51867,153174,Fungi
51868,153175,Fungi
51869,153179,Fungi
51870,153182,Fungi
51871,153184,Fungi
51872,153186,Fungi
51873,153187,Fungi
51874,153188,Fungi
51875,153189,Fungi
51876,153190,Fungi
51877,153194,Fungi
51878,153195,Fungi
51879,153196,Fungi
51880,153197,Fungi
51881,153198,Fungi
51882,153199,Fungi
51883,153200,Fungi
51884,153209,Fungi
51885,153210,Fungi
51886,153211,Fungi
51887,153212,Fungi
51888,153213,Fungi
51889,153216,Fungi
51890,153217,Fungi
51891,153230,Fungi
51892,153244,Fungi
51893,153245,NotFungi
51894,153246,NotFungi
51895,153247,Fungi
51896,153248,NotFungi
51897,153249,Fungi
51898,153250,Fungi
51899,153254,Fungi
51900,153255,Fungi
51901,153256,Fungi
51902,153257,Fungi
51903,153258,Fungi
51904,153260,Fungi
51905,153261,Fungi
51906,153262,Fungi
51907,153263,Fungi
51908,153264,Fungi
51909,153265,Fungi
51910,153279,Fungi
51911,153286,Fungi
51912,153287,Fungi
51913,153289,Fungi
51914,153290,Fungi
51915,153291,Fungi
51916,153293,Fungi
51917,153295,Fungi
51918,153300,Fungi
51919,153312,Fungi
51920,153313,NotFungi
51921,153314,Fungi
51922,153315,Fungi
51923,153316,Fungi
51924,153317,Fungi
51925,153318,Fungi
51926,153319,Fungi
51927,153320,Fungi
51928,153321,Fungi
51929,153322,Fungi
51930,153323,Fungi
51931,153324,Fungi
51932,153328,Fungi
51933,153329,Fungi
51934,153330,Fungi
51935,153337,Fungi
51936,153338,Fungi
51937,153339,Fungi
51938,153340,Fungi
51939,153351,Fungi
51940,153352,Fungi
51941,153353,Fungi
51942,153354,Fungi
51943,153355,Fungi
51944,153356,Fungi
51945,153357,Fungi
51946,153358,Fungi
51947,153359,Fungi
51948,153360,Fungi
51949,153361,Fungi
51950,153362,Fungi
51951,153363,Fungi
51952,153364,Fungi
51953,153365,Fungi
51954,153375,Fungi
51955,153381,Fungi
51956,153387,Fungi
51957,153388,Fungi
51958,153389,Fungi
51959,153390,Fungi
51960,153394,Fungi
51961,153395,Fungi
51962,153397,Fungi
51963,153405,Fungi
51964,153407,Fungi
51965,153420,Fungi
51966,153421,Fungi
51967,153422,Fungi
51968,153426,Fungi
51969,153427,Fungi
51970,153432,Fungi
51971,153433,Fungi
51972,153434,Fungi
51973,153435,Fungi
51974,153436,Fungi
51975,153437,Fungi
51976,153438,Fungi
51977,153439,Fungi
51978,153443,Fungi
51979,153444,Fungi
51980,153445,Fungi
51981,153453,Fungi
51982,153454,Fungi
51983,153456,Fungi
51984,153459,Fungi
51985,153461,Fungi
51986,153463,Fungi
51987,153464,Fungi
51988,153466,Fungi
51989,153475,Fungi
51990,153476,Fungi
51991,153477,Fungi
51992,153478,Fungi
51993,153479,Fungi
51994,153480,Fungi
51995,153481,Fungi
51996,153482,Fungi
51997,153485,Fungi
51998,153486,Fungi
51999,153493,Fungi
52000,153494,Fungi
52001,153495,Fungi
52002,153496,Fungi
52003,153497,NotFungi
52004,153498,Fungi
52005,153499,Fungi
52006,153500,Fungi
52007,153503,Fungi
52008,153508,Fungi
52009,153509,Fungi
52010,153510,Fungi
52011,153511,Fungi
52012,153521,Fungi
52013,153525,Fungi
52014,153526,Fungi
52015,153529,Fungi
52016,153530,Fungi
52017,153531,Fungi
52018,153532,Fungi
52019,153533,Fungi
52020,153540,Fungi
52021,153545,Fungi
52022,153546,Fungi
52023,153550,Fungi
52024,153551,Fungi
52025,153552,Fungi
52026,153553,Fungi
52027,153561,Fungi
52028,153562,Fungi
52029,153564,Fungi
52030,153565,Fungi
52031,153566,Fungi
52032,153569,Fungi
52033,153570,Fungi
52034,153571,Fungi
52035,153572,Fungi
52036,153573,Fungi
52037,153580,Fungi
52038,153581,Fungi
52039,153582,Fungi
52040,153583,Fungi
52041,153584,Fungi
52042,153585,Fungi
52043,153619,Fungi
52044,153620,Fungi
52045,153621,Fungi
52046,153622,Fungi
52047,153623,Fungi
52048,153625,Fungi
52049,153628,Fungi
52050,153629,Fungi
52051,153630,Fungi
52052,153641,Fungi
52053,153642,Fungi
52054,153643,Fungi
52055,153644,Fungi
52056,153645,Fungi
52057,153646,Fungi
52058,153647,Fungi
52059,153648,Fungi
52060,153654,Fungi
52061,153655,Fungi
52062,153665,Fungi
52063,153669,Fungi
52064,153670,Fungi
52065,153671,Fungi
52066,153672,Fungi
52067,153678,Fungi
52068,153679,Fungi
52069,153680,Fungi
52070,153681,Fungi
52071,153682,Fungi
52072,153695,Fungi
52073,153696,Fungi
52074,153697,Fungi
52075,153708,Fungi
52076,153709,Fungi
52077,153712,Fungi
52078,153713,Fungi
52079,153714,Fungi
52080,153715,Fungi
52081,153716,Fungi
52082,153717,Fungi
52083,153731,Fungi
52084,153746,Fungi
52085,153750,Fungi
52086,153751,Fungi
52087,153752,Fungi
52088,153753,Fungi
52089,153754,Fungi
52090,153755,Fungi
52091,153756,Fungi
52092,153757,Fungi
52093,153762,Fungi
52094,153763,Fungi
52095,153764,Fungi
52096,153765,Fungi
52097,153778,Fungi
52098,153790,Fungi
52099,153791,Fungi
52100,153808,Fungi
52101,153809,Fungi
52102,153810,Fungi
52103,153811,Fungi
52104,153812,Fungi
52105,153814,Fungi
52106,153815,Fungi
52107,153841,Fungi
52108,153842,Fungi
52109,153843,Fungi
52110,153844,Fungi
52111,153845,Fungi
52112,153846,Fungi
52113,153847,Fungi
52114,153853,Fungi
52115,153854,Fungi
52116,153865,Fungi
52117,153866,Fungi
52118,153867,Fungi
52119,153869,Fungi
52120,153870,Fungi
52121,153871,Fungi
52122,153872,Fungi
52123,153878,Fungi
52124,153881,Fungi
52125,153882,Fungi
52126,153883,Fungi
52127,153884,Fungi
52128,153891,Fungi
52129,153892,Fungi
52130,153893,Fungi
52131,153894,Fungi
52132,153897,Fungi
52133,153898,Fungi
52134,153899,Fungi
52135,153900,Fungi
52136,153901,Fungi
52137,153911,Fungi
52138,153912,Fungi
52139,153914,Fungi
52140,153915,Fungi
52141,153916,Fungi
52142,153917,Fungi
52143,153918,Fungi
52144,153919,Fungi
52145,153920,Fungi
52146,153921,Fungi
52147,153922,Fungi
52148,153923,Fungi
52149,153924,Fungi
52150,153925,Fungi
52151,153926,Fungi
52152,153927,Fungi
52153,153928,Fungi
52154,153940,Fungi
52155,153941,Fungi
52156,153948,Fungi
52157,153949,Fungi
52158,153950,Fungi
52159,153952,Fungi
52160,153953,Fungi
52161,153954,Fungi
52162,153955,Fungi
52163,153956,Fungi
52164,153960,Fungi
52165,153961,Fungi
52166,153962,Fungi
52167,153966,Fungi
52168,153996,Fungi
52169,153997,Fungi
52170,153999,Fungi
52171,154000,Fungi
52172,154010,Fungi
52173,154011,Fungi
52174,154012,Fungi
52175,154028,Fungi
52176,154029,Fungi
52177,154030,Fungi
52178,154031,Fungi
52179,154037,Fungi
52180,154038,Fungi
52181,154039,Fungi
52182,154040,Fungi
52183,154058,Fungi
52184,154070,Fungi
52185,154075,Fungi
52186,154076,Fungi
52187,154077,Fungi
52188,154078,Fungi
52189,154079,Fungi
52190,154080,Fungi
52191,154081,Fungi
52192,154086,Fungi
52193,154087,Fungi
52194,154088,Fungi
52195,154089,Fungi
52196,154090,Fungi
52197,154091,Fungi
52198,154092,Fungi
52199,154100,Fungi
52200,154101,Fungi
52201,154104,Fungi
52202,154105,Fungi
52203,154110,Fungi
52204,154111,Fungi
52205,154112,Fungi
52206,154113,Fungi
52207,154120,Fungi
52208,154121,Fungi
52209,154130,Fungi
52210,154131,Fungi
52211,154132,Fungi
52212,154134,Fungi
52213,154137,Fungi
52214,154138,Fungi
52215,154148,Fungi
52216,154149,Fungi
52217,154150,Fungi
52218,154151,Fungi
52219,154152,Fungi
52220,154153,Fungi
52221,154161,Fungi
52222,154163,Fungi
52223,154164,Fungi
52224,154165,Fungi
52225,154166,Fungi
52226,154167,Fungi
52227,154169,Fungi
52228,154170,Fungi
52229,154171,Fungi
52230,154172,Fungi
52231,154173,Fungi
52232,154174,Fungi
52233,154175,Fungi
52234,154177,Fungi
52235,154178,Fungi
52236,154179,Fungi
52237,154180,Fungi
52238,154181,Fungi
52239,154191,Fungi
52240,154192,Fungi
52241,154193,Fungi
52242,154194,Fungi
52243,154195,Fungi
52244,154196,Fungi
52245,154197,Fungi
52246,154207,Fungi
52247,154208,Fungi
52248,154209,Fungi
52249,154210,Fungi
52250,154211,Fungi
52251,154226,Fungi
52252,154227,Fungi
52253,154228,Fungi
52254,154229,Fungi
52255,154230,Fungi
52256,154235,Fungi
52257,154237,Fungi
52258,154238,Fungi
52259,154242,Fungi
52260,154243,Fungi
52261,154244,Fungi
52262,154249,Fungi
52263,154250,Fungi
52264,154251,Fungi
52265,154252,Fungi
52266,154256,Fungi
52267,154257,Fungi
52268,154260,Fungi
52269,154261,Fungi
52270,154262,Fungi
52271,154263,Fungi
52272,154264,Fungi
52273,154267,Fungi
52274,154268,Fungi
52275,154275,Fungi
52276,154276,Fungi
52277,154290,Fungi
52278,154291,Fungi
52279,154292,Fungi
52280,154293,Fungi
52281,154294,Fungi
52282,154295,Fungi
52283,154302,Fungi
52284,154303,Fungi
52285,154310,Fungi
52286,154313,Fungi
52287,154314,Fungi
52288,154315,Fungi
52289,154324,Fungi
52290,154325,Fungi
52291,154326,Fungi
52292,154329,Fungi
52293,154332,Fungi
52294,154333,Fungi
52295,154334,Fungi
52296,154340,Fungi
52297,154345,Fungi
52298,154346,Fungi
52299,154347,Fungi
52300,154363,Fungi
52301,154370,Fungi
52302,154371,Fungi
52303,154376,Fungi
52304,154380,Fungi
52305,154381,Fungi
52306,154382,Fungi
52307,154384,Fungi
52308,154387,Fungi
52309,154388,Fungi
52310,154389,Fungi
52311,154390,Fungi
52312,154391,Fungi
52313,154392,Fungi
52314,154396,Fungi
52315,154397,Fungi
52316,154398,Fungi
52317,154401,Fungi
52318,154402,Fungi
52319,154403,Fungi
52320,154414,Fungi
52321,154415,Fungi
52322,154422,Fungi
52323,154429,Fungi
52324,154430,Fungi
52325,154433,Fungi
52326,154438,Fungi
52327,154460,Fungi
52328,154462,Fungi
52329,154463,Fungi
52330,154464,Fungi
52331,154465,Fungi
52332,154466,Fungi
52333,154467,Fungi
52334,154468,Fungi
52335,154469,Fungi
52336,154472,Fungi
52337,154474,Fungi
52338,154475,Fungi
52339,154479,Fungi
52340,154480,Fungi
52341,154487,NotFungi
52342,154488,NotFungi
52343,154489,Fungi
52344,154490,Fungi
52345,154491,Fungi
52346,154497,Fungi
52347,154498,Fungi
52348,154499,Fungi
52349,154500,Fungi
52350,154501,Fungi
52351,154502,Fungi
52352,154525,Fungi
52353,154531,Fungi
52354,154532,Fungi
52355,154542,Fungi
52356,154543,Fungi
52357,154544,Fungi
52358,154545,Fungi
52359,154551,Fungi
52360,154552,Fungi
52361,154557,Fungi
52362,154573,Fungi
52363,154574,Fungi
52364,154575,Fungi
52365,154594,Fungi
52366,154595,Fungi
52367,154596,Fungi
52368,154599,Fungi
52369,154605,Fungi
52370,154611,Fungi
52371,154613,Fungi
52372,154614,Fungi
52373,154615,Fungi
52374,154616,Fungi
52375,154617,Fungi
52376,154618,Fungi
52377,154619,Fungi
52378,154643,Fungi
52379,154644,Fungi
52380,154647,Fungi
52381,154648,Fungi
52382,154652,Fungi
52383,154653,Fungi
52384,154654,Fungi
52385,154655,Fungi
52386,154656,Fungi
52387,154657,Fungi
52388,154658,Fungi
52389,154662,Fungi
52390,154663,Fungi
52391,154664,Fungi
52392,154665,Fungi
52393,154672,Fungi
52394,154673,Fungi
52395,154674,Fungi
52396,154680,Fungi
52397,154681,Fungi
52398,154691,Fungi
52399,154693,Fungi
52400,154694,Fungi
52401,154695,Fungi
52402,154702,Fungi
52403,154703,Fungi
52404,154704,Fungi
52405,154710,Fungi
52406,154711,Fungi
52407,154712,Fungi
52408,154719,Fungi
52409,154720,Fungi
52410,154721,Fungi
52411,154727,Fungi
52412,154728,Fungi
52413,154750,Fungi
52414,154751,Fungi
